HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Passenger,Total_Billed,Cabin_Deck,Cabin_Number,Cabin_Side
Earth,False,TRAPPIST-1e,21.0,False,0.0,39.0,0.0,310.0,539.0,False,1356,1,888.0,G,207,S
Mars,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1357,1,0.0,D,48,S
Earth,False,TRAPPIST-1e,25.0,False,0.0,997.0,0.0,0.0,0.0,True,1360,1,997.0,E,100,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,1268.0,0.0,119.0,2.0,False,1362,1,1389.0,F,265,S
Europa,False,55 Cancri e,33.0,False,77.0,2381.0,0.0,3656.0,150.0,False,1365,1,6264.0,B,58,S
Europa,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,1365,2,0.0,B,58,S
Earth,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1366,1,0.0,G,206,P
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1368,1,0.0,G,208,P
Earth,False,TRAPPIST-1e,21.0,False,965.0,0.0,23.0,3.0,0.0,False,1370,1,991.0,E,102,S
Mars,False,TRAPPIST-1e,25.0,False,591.0,466.0,0.0,0.0,0.0,False,1371,1,1057.0,D,44,P
Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,1375,1,0.0,G,208,S
Earth,False,TRAPPIST-1e,19.0,False,0.0,3.0,946.0,0.0,0.0,False,1375,2,949.0,F,267,S
Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,False,1376,1,0.0,G,211,P
Europa,False,TRAPPIST-1e,43.0,False,0.0,2801.0,537.0,42.0,144.0,True,1377,1,3524.0,C,52,P
Earth,False,TRAPPIST-1e,19.0,False,245.0,41.0,550.0,0.0,0.0,False,1378,1,836.0,G,212,P
Earth,False,TRAPPIST-1e,22.0,False,926.0,0.0,0.0,0.0,78.0,True,1378,2,1004.0,F,275,P
Earth,False,TRAPPIST-1e,16.0,False,0.0,30.0,0.0,769.0,4.0,False,1379,1,803.0,F,268,S
Europa,False,55 Cancri e,42.0,False,0.0,21.0,0.0,2735.0,3604.0,False,1380,1,6360.0,C,53,S
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,1381,1,0.0,G,209,S
Earth,False,0,35.0,False,0.0,1125.0,429.0,0.0,55.0,False,1382,1,1609.0,E,104,S
Europa,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,1383,1,0.0,D,49,S
Earth,False,TRAPPIST-1e,17.0,False,21.0,0.0,690.0,260.0,5.0,False,1384,1,976.0,E,105,S
Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,1384,2,0.0,G,210,S
Earth,False,TRAPPIST-1e,22.0,False,0.0,442.0,0.0,0.0,368.0,True,1384,3,810.0,F,269,S
Earth,False,TRAPPIST-1e,41.0,False,338.0,0.0,377.0,2.0,86.0,True,1384,4,803.0,F,269,S
Earth,False,TRAPPIST-1e,19.0,False,189.0,510.0,0.0,0.0,0.0,True,1384,5,699.0,E,105,S
0,False,TRAPPIST-1e,39.0,False,705.0,3.0,0.0,0.0,0.0,False,1385,1,708.0,G,213,P
Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1386,1,0.0,G,214,P
Mars,False,TRAPPIST-1e,31.0,False,1088.0,0.0,280.0,0.0,0.0,False,1387,1,1368.0,E,85,P
Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,1389,1,0.0,G,212,S
Earth,True,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1390,1,0.0,G,215,P
Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1391,1,0.0,F,276,P
Mars,False,TRAPPIST-1e,21.0,False,1072.0,79.0,46.0,16.0,0.0,False,1391,2,1213.0,F,276,P
Mars,False,TRAPPIST-1e,44.0,False,485.0,2.0,210.0,0.0,351.0,False,1391,3,1048.0,F,276,P
Mars,False,TRAPPIST-1e,36.0,False,42.0,0.0,212.0,151.0,1853.0,False,1393,1,2258.0,F,270,S
Mars,False,TRAPPIST-1e,19.0,False,2058.0,0.0,224.0,298.0,19.0,False,1393,2,2599.0,F,270,S
Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,1395,1,0.0,G,214,S
Earth,False,TRAPPIST-1e,39.0,False,386.0,190.0,0.0,489.0,0.0,False,1397,1,1065.0,F,271,S
Earth,False,TRAPPIST-1e,28.0,False,0.0,508.0,334.0,0.0,46.0,True,1398,1,888.0,G,216,P
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,529.0,560.0,60.0,False,1399,1,1149.0,F,272,S
Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,1400,1,0.0,G,217,P
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,599.0,59.0,152.0,False,1401,1,810.0,G,218,P
Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1402,1,0.0,G,215,S
Earth,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,1402,2,0.0,G,215,S
Earth,False,TRAPPIST-1e,18.0,False,1656.0,0.0,0.0,0.0,0.0,False,1403,1,1656.0,E,86,P
Europa,False,TRAPPIST-1e,47.0,False,1.0,734.0,28.0,78.0,3471.0,False,1404,1,4312.0,B,60,S
Europa,False,TRAPPIST-1e,42.0,False,0.0,51.0,0.0,4170.0,13.0,False,1404,2,4234.0,B,60,S
Mars,False,TRAPPIST-1e,17.0,False,36.0,0.0,1013.0,0.0,0.0,False,1406,1,1049.0,E,106,S
Earth,False,TRAPPIST-1e,21.0,False,737.0,4.0,27.0,8.0,0.0,False,1407,1,776.0,F,278,P
Earth,False,PSO J318.5-22,17.0,False,8.0,222.0,3.0,401.0,0.0,True,1407,2,634.0,F,278,P
Earth,False,PSO J318.5-22,26.0,False,4.0,770.0,0.0,0.0,0.0,False,1408,1,774.0,G,216,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,567.0,896.0,0.0,122.0,False,1410,1,1585.0,F,279,P
Earth,False,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,832.0,False,1412,1,832.0,G,217,S
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,False,1413,1,0.0,G,218,S
Earth,False,TRAPPIST-1e,65.0,False,259.0,0.0,0.0,0.0,1916.0,False,1414,1,2175.0,F,280,P
Europa,False,55 Cancri e,33.0,False,13.0,0.0,2011.0,17.0,32.0,True,1415,1,2073.0,D,45,P
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1416,1,0.0,G,219,P
Europa,False,TRAPPIST-1e,41.0,False,0.0,184.0,0.0,1520.0,3358.0,False,1417,1,5062.0,C,54,S
Mars,False,TRAPPIST-1e,42.0,False,1381.0,0.0,1243.0,0.0,0.0,False,1419,1,2624.0,F,273,S
Mars,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,False,1420,1,0.0,E,108,S
Mars,False,TRAPPIST-1e,37.0,False,328.0,6153.0,0.0,26.0,820.0,False,1421,1,7327.0,F,274,S
Mars,False,55 Cancri e,17.0,False,891.0,0.0,243.0,0.0,5.0,False,1421,2,1139.0,F,274,S
Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1423,1,0.0,B,61,S
Europa,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,1423,2,0.0,B,61,S
Europa,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,1423,3,0.0,B,61,S
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1424,1,0.0,B,47,P
Europa,False,55 Cancri e,29.0,False,2988.0,2147.0,0.0,0.0,1779.0,False,1424,2,6914.0,B,47,P
Europa,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,1424,3,0.0,B,47,P
Europa,False,55 Cancri e,28.0,False,0.0,4380.0,0.0,692.0,0.0,True,1424,4,5072.0,B,47,P
Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1424,5,0.0,B,47,P
Earth,False,TRAPPIST-1e,24.0,False,711.0,0.0,0.0,59.0,57.0,False,1425,1,827.0,F,282,P
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1425,2,0.0,G,220,P
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,1425,3,0.0,G,220,P
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1426,1,0.0,D,46,P
Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,1427,1,0.0,F,275,S
Mars,False,TRAPPIST-1e,67.0,False,443.0,0.0,1721.0,250.0,2.0,False,1427,2,2416.0,F,275,S
Earth,False,TRAPPIST-1e,44.0,False,0.0,200.0,128.0,460.0,0.0,False,1428,1,788.0,E,109,S
Earth,False,TRAPPIST-1e,14.0,False,360.0,0.0,2116.0,1.0,8.0,False,1430,1,2485.0,F,283,P
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,0.0,965.0,True,1431,1,969.0,G,221,P
Earth,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,False,1433,1,0.0,G,219,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,258.0,331.0,133.0,0.0,False,1434,1,722.0,G,222,P
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1434,2,0.0,G,222,P
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1434,3,0.0,G,222,P
Earth,False,0,23.0,False,0.0,20.0,26.0,0.0,659.0,False,1435,1,705.0,G,223,P
Earth,False,TRAPPIST-1e,24.0,False,181.0,224.0,0.0,195.0,191.0,False,1438,1,791.0,E,89,P
Mars,False,TRAPPIST-1e,41.0,False,112.0,186.0,228.0,760.0,0.0,False,1439,1,1286.0,F,279,S
Mars,False,TRAPPIST-1e,30.0,False,806.0,100.0,9.0,0.0,47.0,False,1439,2,962.0,D,52,S
Earth,False,TRAPPIST-1e,27.0,False,0.0,1826.0,39.0,11.0,649.0,False,1440,1,2525.0,F,280,S
Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1442,1,0.0,G,220,S
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,1443,1,0.0,G,225,P
Europa,False,TRAPPIST-1e,30.0,False,50.0,1248.0,0.0,1.0,912.0,True,1444,1,2211.0,C,55,S
Earth,False,PSO J318.5-22,8.0,False,0.0,0.0,0.0,0.0,0.0,True,1445,1,0.0,G,221,S
Earth,False,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,755.0,False,1447,1,755.0,G,227,P
Europa,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,1450,1,0.0,D,53,S
Europa,False,55 Cancri e,30.0,False,0.0,138.0,0.0,5467.0,112.0,False,1450,2,5717.0,D,53,S
Europa,False,55 Cancri e,46.0,False,202.0,484.0,0.0,3208.0,2485.0,False,1451,1,6379.0,C,56,S
Europa,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,1451,2,0.0,C,56,S
Europa,False,TRAPPIST-1e,21.0,False,5.0,251.0,10.0,26.0,3384.0,False,1452,1,3676.0,C,53,P
Europa,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,True,1452,2,0.0,C,53,P
Europa,False,55 Cancri e,34.0,False,0.0,1646.0,0.0,51.0,1462.0,False,1452,3,3159.0,C,53,P
Europa,False,TRAPPIST-1e,33.0,False,0.0,774.0,0.0,6255.0,6.0,False,1452,4,7035.0,C,53,P
Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,1452,5,0.0,C,53,P
Earth,False,55 Cancri e,16.0,False,0.0,2838.0,32.0,5.0,3404.0,False,1453,1,6279.0,G,229,P
Earth,False,TRAPPIST-1e,63.0,False,3.0,801.0,0.0,0.0,5.0,True,1453,2,809.0,G,229,P
Europa,False,TRAPPIST-1e,37.0,False,0.0,13561.0,15.0,4060.0,72.0,False,1454,1,17708.0,D,54,S
Europa,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1455,1,0.0,B,62,S
Europa,False,TRAPPIST-1e,29.0,False,0.0,2509.0,0.0,16.0,698.0,True,1455,2,3223.0,B,62,S
Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1455,3,0.0,B,62,S
Europa,False,TRAPPIST-1e,26.0,False,0.0,533.0,2119.0,10.0,504.0,True,1455,4,3166.0,B,62,S
Europa,False,55 Cancri e,76.0,False,0.0,2732.0,422.0,16594.0,330.0,False,1455,5,20078.0,B,62,S
Earth,False,TRAPPIST-1e,61.0,False,0.0,368.0,3.0,4422.0,0.0,False,1457,1,4793.0,E,110,S
0,False,TRAPPIST-1e,46.0,False,0.0,0.0,2020.0,323.0,0.0,False,1458,1,2343.0,G,223,S
Earth,False,PSO J318.5-22,19.0,False,0.0,905.0,387.0,0.0,0.0,True,1460,1,1292.0,F,285,P
Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1460,2,0.0,G,230,P
Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,False,1461,1,0.0,G,224,S
Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,1462,1,0.0,G,231,P
Earth,False,PSO J318.5-22,23.0,False,200.0,414.0,73.0,1.0,1.0,False,1463,1,689.0,F,282,S
Earth,False,PSO J318.5-22,63.0,False,356.0,287.0,0.0,0.0,248.0,False,1465,1,891.0,G,233,P
0,False,TRAPPIST-1e,21.0,False,894.0,1.0,0.0,61.0,26.0,False,1467,1,982.0,E,111,S
Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1474,1,0.0,F,287,P
Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,417.0,2372.0,False,1478,1,2789.0,F,289,P
Earth,False,PSO J318.5-22,39.0,False,0.0,19.0,733.0,0.0,701.0,False,1478,2,1453.0,F,289,P
Mars,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,True,1479,1,0.0,F,290,P
Mars,False,TRAPPIST-1e,27.0,False,555.0,0.0,744.0,0.0,0.0,False,1481,1,1299.0,E,91,P
Earth,False,TRAPPIST-1e,16.0,False,92.0,1.0,884.0,0.0,0.0,False,1484,1,977.0,E,93,P
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,1485,1,0.0,F,291,P
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,1488,1,0.0,E,94,P
Earth,False,TRAPPIST-1e,19.0,False,73.0,0.0,0.0,813.0,2.0,False,1489,1,888.0,G,229,S
Europa,False,55 Cancri e,26.0,False,0.0,304.0,0.0,3998.0,0.0,False,1490,1,4302.0,D,47,P
Earth,False,55 Cancri e,32.0,False,0.0,0.0,0.0,817.0,8.0,True,1491,1,825.0,G,240,P
Earth,False,TRAPPIST-1e,56.0,False,0.0,51.0,0.0,2.0,706.0,False,1491,2,759.0,F,292,P
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1491,3,0.0,G,240,P
Earth,False,TRAPPIST-1e,38.0,False,35.0,0.0,0.0,0.0,713.0,False,1493,1,748.0,F,285,S
Earth,False,TRAPPIST-1e,30.0,False,0.0,495.0,0.0,0.0,153.0,False,1498,1,648.0,F,295,P
Earth,False,TRAPPIST-1e,21.0,False,5.0,0.0,0.0,2.0,1061.0,False,1499,1,1068.0,F,287,S
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,1500,1,0.0,G,230,S
Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False,1500,2,0.0,G,230,S
Earth,False,55 Cancri e,17.0,False,0.0,55.0,913.0,0.0,55.0,True,1500,3,1023.0,G,230,S
Earth,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1500,4,0.0,G,230,S
Earth,False,55 Cancri e,17.0,False,319.0,184.0,0.0,0.0,376.0,False,1500,5,879.0,F,288,S
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1500,6,0.0,G,230,S
Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,1500,7,0.0,G,230,S
Earth,False,TRAPPIST-1e,63.0,False,0.0,216.0,0.0,594.0,0.0,False,1501,1,810.0,G,243,P
Mars,False,TRAPPIST-1e,35.0,False,1890.0,0.0,497.0,1.0,0.0,False,1503,1,2388.0,D,48,P
Mars,False,TRAPPIST-1e,61.0,False,1114.0,0.0,68.0,0.0,0.0,False,1503,2,1182.0,D,48,P
Earth,False,0,19.0,False,0.0,24.0,615.0,9.0,0.0,True,1506,1,648.0,F,298,P
Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,1217.0,2.0,0.0,True,1507,1,1219.0,F,289,S
Earth,False,TRAPPIST-1e,14.0,False,1.0,1.0,683.0,419.0,0.0,False,1507,2,1104.0,F,289,S
Earth,False,TRAPPIST-1e,78.0,False,0.0,0.0,0.0,441.0,4.0,False,1507,3,445.0,G,231,S
Earth,False,TRAPPIST-1e,21.0,False,398.0,490.0,0.0,0.0,0.0,False,1507,4,888.0,F,289,S
Mars,False,TRAPPIST-1e,32.0,False,1240.0,0.0,58.0,0.0,0.0,False,1509,1,1298.0,E,95,P
Mars,False,TRAPPIST-1e,31.0,False,1226.0,0.0,1.0,0.0,0.0,False,1510,1,1227.0,F,291,S
Europa,False,TRAPPIST-1e,40.0,False,1006.0,0.0,0.0,284.0,329.0,True,1511,1,1619.0,B,63,S
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1511,2,0.0,B,63,S
Europa,False,TRAPPIST-1e,36.0,False,0.0,2345.0,0.0,1966.0,27.0,False,1511,3,4338.0,B,63,S
Europa,False,55 Cancri e,31.0,False,65.0,2121.0,0.0,6431.0,1.0,False,1511,4,8618.0,B,63,S
Earth,False,TRAPPIST-1e,18.0,False,765.0,0.0,13.0,0.0,0.0,False,1515,1,778.0,F,293,S
Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1520,1,0.0,G,235,S
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1521,1,0.0,F,295,S
Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,1523,1,0.0,B,64,S
Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1523,2,0.0,B,64,S
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,1524,1,0.0,G,236,S
Mars,False,TRAPPIST-1e,20.0,False,539.0,1269.0,38.0,0.0,0.0,True,1525,1,1846.0,F,299,P
Earth,False,55 Cancri e,23.0,False,4.0,0.0,2.0,254.0,521.0,False,1526,1,781.0,F,300,P
Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1527,1,0.0,D,49,P
Europa,False,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,1527,2,0.0,D,49,P
Mars,False,55 Cancri e,18.0,False,3992.0,673.0,1360.0,2.0,0.0,True,1528,1,6027.0,D,50,P
Europa,True,PSO J318.5-22,25.0,True,0.0,7069.0,0.0,45.0,282.0,True,1529,1,7396.0,A,16,S
Europa,False,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,1529,2,0.0,A,16,S
Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,533.0,277.0,0.0,False,1531,1,810.0,G,237,S
Europa,False,TRAPPIST-1e,27.0,False,0.0,31.0,0.0,1.0,11378.0,False,1532,1,11410.0,B,65,S
Earth,False,TRAPPIST-1e,53.0,False,1015.0,0.0,0.0,0.0,1.0,False,1533,1,1016.0,G,244,P
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1536,1,0.0,F,297,S
Europa,False,55 Cancri e,32.0,False,54.0,3782.0,0.0,21.0,5.0,True,1539,1,3862.0,A,17,S
Europa,False,TRAPPIST-1e,32.0,False,1.0,470.0,0.0,1440.0,2114.0,False,1540,1,4025.0,C,55,P
Europa,True,TRAPPIST-1e,33.0,True,0.0,7139.0,22.0,0.0,553.0,True,1540,2,7714.0,C,55,P
Europa,False,TRAPPIST-1e,26.0,False,0.0,170.0,0.0,3718.0,0.0,False,1540,3,3888.0,C,55,P
Earth,False,TRAPPIST-1e,47.0,False,12.0,7.0,0.0,720.0,0.0,True,1541,1,739.0,F,298,S
Mars,False,TRAPPIST-1e,13.0,False,7172.0,0.0,157.0,20.0,0.0,False,1542,1,7349.0,F,299,S
Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,1543,1,0.0,C,56,P
Earth,False,TRAPPIST-1e,21.0,False,9.0,0.0,0.0,0.0,800.0,False,1544,1,809.0,G,245,P
Earth,False,TRAPPIST-1e,21.0,False,163.0,0.0,661.0,32.0,0.0,False,1547,1,856.0,F,301,S
Europa,True,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,1548,1,0.0,B,50,P
Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1548,2,0.0,B,50,P
Europa,False,TRAPPIST-1e,26.0,False,1.0,230.0,0.0,42.0,4030.0,False,1550,1,4303.0,C,58,S
Europa,False,55 Cancri e,53.0,True,5022.0,2376.0,0.0,0.0,235.0,False,1550,2,7633.0,C,58,S
Europa,False,TRAPPIST-1e,30.0,False,0.0,1376.0,43.0,0.0,1460.0,True,1551,1,2879.0,E,96,P
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,False,1552,1,0.0,G,240,S
Europa,False,TRAPPIST-1e,45.0,False,0.0,1389.0,0.0,2987.0,0.0,False,1555,1,4376.0,A,18,S
Earth,False,TRAPPIST-1e,62.0,False,877.0,15.0,0.0,0.0,1.0,False,1558,1,893.0,G,247,P
Earth,False,TRAPPIST-1e,38.0,False,0.0,1.0,45.0,0.0,837.0,False,1560,1,883.0,G,242,S
Earth,False,55 Cancri e,24.0,False,1030.0,0.0,0.0,0.0,1122.0,False,1561,1,2152.0,F,305,P
Earth,False,TRAPPIST-1e,18.0,False,341.0,0.0,332.0,102.0,0.0,False,1562,1,775.0,F,306,P
Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,1564,1,0.0,F,303,S
Earth,False,PSO J318.5-22,16.0,False,0.0,1519.0,0.0,0.0,766.0,False,1565,1,2285.0,F,304,S
Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,1567,1,0.0,B,53,P
Earth,False,TRAPPIST-1e,22.0,False,1018.0,100.0,0.0,9.0,0.0,False,1568,1,1127.0,G,248,P
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1568,2,0.0,G,248,P
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,1569,1,0.0,F,308,P
Earth,False,TRAPPIST-1e,26.0,False,758.0,17.0,11.0,0.0,0.0,False,1572,1,786.0,G,249,P
Earth,False,TRAPPIST-1e,25.0,False,4.0,0.0,146.0,723.0,0.0,False,1572,2,873.0,F,309,P
Mars,False,TRAPPIST-1e,55.0,False,938.0,0.0,82.0,0.0,162.0,False,1573,1,1182.0,D,56,S
Mars,False,TRAPPIST-1e,28.0,False,641.0,0.0,372.0,0.0,16.0,False,1576,1,1029.0,E,97,P
Earth,False,0,23.0,False,0.0,169.0,0.0,0.0,0.0,True,1577,1,169.0,F,310,P
Earth,False,TRAPPIST-1e,22.0,False,0.0,24.0,0.0,176.0,783.0,False,1578,1,983.0,E,98,P
Earth,False,55 Cancri e,26.0,False,333.0,1819.0,0.0,1.0,0.0,True,1579,1,2153.0,F,311,P
Earth,False,TRAPPIST-1e,13.0,False,0.0,0.0,8.0,0.0,714.0,False,1580,1,722.0,G,246,S
Earth,False,TRAPPIST-1e,18.0,False,428.0,0.0,36.0,0.0,424.0,False,1580,2,888.0,G,246,S
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,1581,1,0.0,F,312,P
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1581,2,0.0,F,312,P
Earth,False,TRAPPIST-1e,57.0,False,433.0,0.0,0.0,371.0,0.0,False,1584,1,804.0,F,314,P
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1584,2,0.0,G,251,P
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1585,1,0.0,G,252,P
Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,1588,1,0.0,E,99,P
Europa,False,55 Cancri e,35.0,False,0.0,17394.0,0.0,724.0,0.0,True,1588,2,18118.0,E,99,P
Europa,False,TRAPPIST-1e,37.0,False,0.0,1336.0,2.0,12.0,7.0,True,1590,1,1357.0,D,57,S
Europa,False,55 Cancri e,33.0,False,0.0,26.0,1.0,33.0,2439.0,False,1590,2,2499.0,D,57,S
Europa,False,TRAPPIST-1e,35.0,False,305.0,3621.0,0.0,320.0,341.0,True,1592,1,4587.0,C,60,S
Europa,False,55 Cancri e,47.0,False,16.0,2127.0,1487.0,0.0,196.0,True,1592,2,3826.0,C,60,S
Earth,False,TRAPPIST-1e,23.0,False,5.0,51.0,0.0,732.0,0.0,False,1593,1,788.0,E,114,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,3.0,0.0,2.0,923.0,True,1594,1,928.0,G,253,P
Europa,False,55 Cancri e,27.0,False,0.0,4342.0,0.0,0.0,36.0,True,1595,1,4378.0,C,57,P
Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1596,1,0.0,B,54,P
Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,1597,1,0.0,G,254,P
Europa,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1599,1,0.0,C,58,P
Europa,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,1599,2,0.0,C,58,P
Earth,False,TRAPPIST-1e,37.0,False,22.0,5.0,0.0,747.0,0.0,False,1601,1,774.0,G,255,P
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,2681.0,55.0,False,1602,1,2736.0,F,307,S
Earth,False,TRAPPIST-1e,42.0,False,0.0,594.0,0.0,0.0,119.0,False,1603,1,713.0,F,317,P
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,1603,2,0.0,G,256,P
Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,1603,3,0.0,G,256,P
